example,stiffness,friction,target_force,penetration,force,normal_kp,normal_kd,y_gain,target_scale
1470,425.5558,0.2636,14.2394,0.02888,12.8972,131.7863,25.8758,6.6641,0.9869
1471,431.1767,0.2979,19.6500,0.03324,14.5471,140.9030,26.3186,7.1131,0.9741
1472,451.9167,0.7982,15.6397,0.00043,0.5954,165.8851,27.9434,4.7618,0.9294
1473,239.4381,0.4759,19.4106,0.00449,1.1884,141.0044,18.9903,7.0563,1.7541
1474,816.5857,0.5521,9.9084,0.00343,2.6461,203.4649,36.0000,6.5932,0.5143
1475,690.0400,0.1992,15.0696,0.00904,6.1140,188.2083,33.2951,8.2584,0.6087
1476,446.7611,0.6883,8.4785,0.01094,5.0869,139.4758,29.9091,4.7092,0.9401
1477,242.0058,0.7006,10.6358,0.00473,0.9427,122.6256,20.8650,5.9910,1.7355
1478,263.8768,0.6240,10.5261,0.03192,8.8676,108.2301,23.9079,5.5633,1.5917
1479,920.6608,0.4727,17.3092,0.01358,11.9888,205.0000,36.0000,6.8129,0.4562
1480,662.9931,0.7106,20.6214,0.00843,5.7989,197.0585,36.0000,5.1460,0.6335
1481,848.7182,0.1212,9.0200,0.00172,1.3513,205.0000,34.4310,7.5586,0.4949
1482,236.6191,0.8021,16.3501,0.07107,17.1657,76.7392,25.1928,4.8753,1.7750
1483,259.6695,0.3745,9.5261,0.02553,6.5296,110.5428,21.7862,6.4196,1.6174
1484,655.1031,0.0798,20.9531,0.01665,10.9992,185.1640,31.2918,7.8101,0.6411
1485,295.8352,0.4090,15.7873,0.04923,14.4790,108.1049,23.2575,7.1124,1.4197
1486,734.8874,0.8407,8.2014,0.00550,4.2891,183.8401,36.0000,4.6521,0.5715
1487,765.0307,0.4051,14.1386,0.00167,0.8682,205.0000,34.1916,6.4958,0.5490
1488,562.6139,0.7056,20.8387,0.02990,16.9214,158.0102,33.5234,5.8995,0.7465
1489,290.2295,0.3149,15.2261,0.03193,9.3465,121.4696,22.2257,7.3671,1.4471
1490,420.1036,0.5052,19.0122,0.00809,4.0479,160.9370,27.6450,6.1049,0.9998
1491,905.3035,0.0670,14.6132,0.00416,3.8801,205.0000,35.6954,7.7174,0.4639
1492,348.7814,0.1999,8.1510,0.00549,1.9247,131.0152,23.0625,7.9565,1.2042
1493,406.6016,0.1497,7.4815,0.00222,0.6441,141.0326,21.3959,8.3285,1.0330
1494,883.3026,0.5150,15.8914,0.00104,0.6007,205.0000,36.0000,6.9559,0.4755
1495,346.0074,0.6037,6.9150,0.01920,6.3060,118.2409,26.2098,5.0645,1.2138
1496,479.7743,0.1114,14.6746,0.00191,0.7024,167.7049,23.2840,8.5670,0.8754
1497,788.9994,0.5328,19.5154,0.00953,6.8936,205.0000,36.0000,5.3624,0.5323
1498,479.3741,0.6885,6.8038,0.01433,6.8300,136.9638,30.8889,6.2687,0.8761
1499,644.9895,0.1010,15.4252,0.00275,1.1705,193.1089,28.1578,7.7278,0.6512
1500,455.8094,0.3259,15.4753,0.02890,12.6104,139.6742,27.2817,7.5126,0.9214
1501,404.7788,0.2536,21.2020,0.04594,18.1005,131.6227,25.1969,6.5019,1.0376
1502,954.5016,0.5588,21.1381,0.00606,4.9943,205.0000,36.0000,5.7012,0.4400
1503,645.6532,0.6995,21.4429,0.00210,1.1675,205.0000,32.9654,5.5256,0.6505
1504,714.7520,0.7831,7.6675,0.01623,11.7917,181.2860,36.0000,4.3110,0.5876
1505,277.5826,0.2844,14.0983,0.01563,4.9308,126.8061,21.6026,7.0826,1.5131
1506,803.6301,0.5173,9.1161,0.00478,4.0620,196.6636,36.0000,6.9734,0.5226
1507,642.2838,0.2152,8.3976,0.00780,5.0534,168.6999,31.9897,8.2871,0.6539
1508,811.0117,0.2023,18.5930,0.01551,13.0101,198.9340,36.0000,7.9238,0.5179
1509,847.1048,0.7266,7.0628,0.00487,3.7469,199.3608,36.0000,4.9846,0.4958
1510,279.8940,0.3215,15.6400,0.02209,5.9710,128.2559,21.9691,6.9196,1.5006
1511,597.0400,0.1943,14.5844,0.04178,24.4048,176.1609,30.4652,6.9380,0.7035
1512,442.5930,0.2683,20.9416,0.01219,5.5052,165.3491,26.4243,8.0551,0.9490
1513,900.5408,0.1610,17.7645,0.01613,14.4822,205.0000,36.0000,6.9238,0.4664
1514,575.7991,0.0894,13.7962,0.00058,0.0110,181.6973,25.9892,8.8047,0.7294
1515,210.6360,0.7753,18.8649,0.05801,11.9410,99.0772,23.8599,3.8883,1.9940
1516,645.9780,0.8249,14.8882,0.02862,17.9647,168.6650,36.0000,4.1354,0.6502
1517,739.8258,0.0982,13.1339,0.00401,2.4901,199.3903,30.9804,8.5511,0.5677
1518,422.5553,0.4646,6.8617,0.00683,2.8141,137.2880,27.3932,7.0846,0.9940
1519,913.2084,0.1696,13.3456,0.02313,21.2239,205.0000,36.0000,7.4496,0.4599
1520,277.7131,0.3104,20.3704,0.01652,4.1062,142.4382,21.8143,6.4919,1.5124
1521,417.2544,0.6814,18.0698,0.04470,18.5055,128.5467,28.9686,5.1196,1.0066
1522,323.4915,0.1051,13.6558,0.04969,15.9765,114.0380,21.6672,7.7379,1.2983
1523,579.6675,0.3685,12.4786,0.02408,14.4536,156.2952,31.3377,7.1034,0.7246
1524,817.8426,0.4579,10.9147,0.00065,0.3378,205.0000,36.0000,5.9575,0.5135
1525,421.1258,0.5266,17.7719,0.00768,3.6710,159.1908,27.8467,5.3882,0.9973
1526,221.4924,0.1553,19.0941,0.04526,10.5025,116.8738,18.8935,8.3299,1.8962
1527,321.4601,0.7662,13.8859,0.00501,2.1594,139.0174,26.7734,5.5776,1.3065
1528,744.2286,0.3501,15.0697,0.01927,14.2318,178.4776,36.0000,6.1294,0.5643
1529,638.9154,0.0731,13.1950,0.01326,8.3318,171.5362,30.7522,8.0303,0.6574
1530,574.0698,0.4425,7.8414,0.00623,3.6188,160.4001,31.7623,5.7414,0.7316
1531,243.2439,0.7601,6.8136,0.02667,6.0942,103.0693,24.3785,4.4074,1.7267
1532,450.1265,0.7804,7.6507,0.01183,5.6350,136.9536,30.7470,5.8847,0.9331
1533,563.6962,0.6562,12.0654,0.01148,6.6748,161.4137,33.1604,6.2875,0.7451
1534,467.5858,0.7626,20.1637,0.02071,10.1595,157.1472,31.1288,5.7889,0.8982
1535,377.9066,0.4960,12.9384,0.01203,4.5102,140.2281,26.3053,6.4115,1.1114
1536,848.0473,0.6840,7.2019,0.00215,2.2035,203.2037,36.0000,6.3107,0.4953
1537,600.5324,0.7448,17.0489,0.04104,24.3911,171.2326,34.9745,4.7021,0.6994
1538,783.2021,0.2298,17.6401,0.01903,15.4815,187.2292,36.0000,8.1648,0.5363
1539,265.7462,0.2227,11.3512,0.02703,7.1431,114.1198,20.7539,6.8852,1.5805
1540,600.0542,0.0651,6.8508,0.00389,2.3557,164.8973,26.5223,8.8272,0.6999
1541,763.9566,0.7694,8.4090,0.00173,2.0461,193.5920,36.0000,4.5320,0.5498
1542,656.8755,0.7254,21.6629,0.00173,1.2792,205.0000,33.5097,5.3102,0.6394
1543,589.7365,0.8187,7.0267,0.01418,8.0789,155.7753,35.2420,4.1613,0.7122
1544,696.2606,0.3751,11.7446,0.00717,4.5052,185.3657,34.8885,7.4699,0.6032
1545,810.5448,0.0706,7.8841,0.00780,6.4647,189.7044,35.8810,8.8113,0.5182
1546,908.3390,0.1605,11.4213,0.01412,13.1680,205.0000,36.0000,7.9534,0.4624
1547,732.2424,0.7646,19.5114,0.02219,15.6044,183.4318,36.0000,4.3885,0.5736
1548,870.7955,0.1903,20.9597,0.01419,12.0429,205.0000,36.0000,6.9234,0.4823
1549,933.3291,0.2250,12.8580,0.01300,12.0222,205.0000,36.0000,6.8850,0.4500
1550,640.3372,0.5284,21.1287,0.00146,0.6887,205.0000,31.4372,5.3808,0.6559
1551,457.3498,0.5580,11.0017,0.00053,-0.3417,158.5579,26.1845,6.6821,0.9183
1552,935.8453,0.3576,12.6686,0.00038,0.3298,205.0000,36.0000,6.7855,0.4488
1553,784.7550,0.3485,21.3022,0.00704,4.8388,205.0000,36.0000,7.2787,0.5352
1554,664.7168,0.3794,19.0454,0.02866,19.0638,164.7480,33.9768,7.4064,0.6318
1555,504.6957,0.0881,16.1543,0.02722,13.9519,145.5497,26.8456,8.1112,0.8322
1556,776.4648,0.3284,12.4698,0.00032,0.4766,205.0000,33.9209,6.9650,0.5409
1557,200.6685,0.0788,21.1681,0.03874,8.3045,123.4001,17.6505,8.5680,2.0000
1558,859.4998,0.3158,12.5779,0.01448,12.1215,194.9290,36.0000,7.3913,0.4887
1559,640.0529,0.7075,8.8892,0.00825,5.4975,168.4698,35.8615,4.6285,0.6562
1560,905.1520,0.7875,13.6977,0.00834,7.5295,205.0000,36.0000,4.3359,0.4640
1561,457.2830,0.1807,11.0147,0.00078,0.4539,156.8261,23.1639,7.1324,0.9185
1562,927.3491,0.3052,8.0912,0.00686,6.2380,205.0000,36.0000,6.3181,0.4529
1563,658.3282,0.7555,13.1747,0.03123,20.2213,179.2517,36.0000,5.5343,0.6380
1564,844.6271,0.2387,10.3143,0.01227,10.4158,191.9172,36.0000,7.8296,0.4973
1565,694.4129,0.3237,11.7485,0.01014,6.6743,180.3252,34.4217,7.2913,0.6048
1566,695.1700,0.3260,8.6423,0.00000,-0.2562,188.8522,31.4630,6.9007,0.6042
1567,533.3740,0.0798,15.3007,0.04213,22.1668,160.1115,27.6394,8.4812,0.7874
1568,956.7972,0.4283,19.6360,0.00674,6.3561,205.0000,36.0000,7.1078,0.4390
1569,917.5529,0.2203,15.0529,0.01313,11.8132,205.0000,36.0000,8.1461,0.4577
1570,765.3442,0.2567,19.0504,0.01094,8.4456,203.1322,36.0000,7.7876,0.5488
1571,342.5289,0.5623,12.2029,0.01143,3.7387,135.0007,25.7741,6.2906,1.2262
1572,234.7214,0.8438,8.4657,0.04095,9.7034,102.9313,24.7918,4.0562,1.7894
1573,619.0453,0.1604,17.3204,0.02536,15.2446,162.4235,30.8544,6.9264,0.6785
1574,918.5415,0.4118,8.2623,0.00292,2.1072,205.0000,36.0000,6.1693,0.4572
1575,707.8706,0.2502,12.1894,0.00235,1.7279,194.1958,31.2374,6.5493,0.5933
1576,213.3605,0.3609,20.9685,0.01303,3.4211,135.6085,20.2879,6.8059,1.9685
1577,531.6899,0.6961,14.6164,0.00910,5.1266,165.6311,32.5196,4.6763,0.7899
1578,409.7430,0.3519,18.5361,0.00801,3.0923,160.4376,26.1074,7.5034,1.0250
1579,714.6792,0.7691,18.6455,0.01574,11.1433,188.7067,36.0000,4.5606,0.5877
1580,725.8095,0.4919,10.6971,0.01915,14.4687,182.1690,36.0000,5.5987,0.5787
1581,218.4934,0.2457,17.6530,0.06733,14.7216,82.3370,20.1007,7.3237,1.9223
1582,212.1524,0.5334,18.3221,0.00622,1.7560,133.2682,21.6319,6.8518,1.9797
1583,751.3096,0.7378,17.5795,0.02086,15.9145,181.3594,36.0000,4.5011,0.5590
1584,377.4501,0.5903,16.0248,0.06380,23.6079,119.8738,27.5347,4.4627,1.1127
1585,851.3229,0.8422,20.4389,0.02473,20.6838,193.2373,36.0000,4.3926,0.4933
1586,542.2787,0.4246,19.5982,0.03859,20.9748,149.3702,30.6648,7.2923,0.7745
1587,633.4147,0.2519,11.9181,0.00940,6.2248,172.5374,32.0173,7.8102,0.6631
1588,453.4731,0.7334,9.5955,0.02912,12.5957,139.6213,30.4717,5.7788,0.9262
1589,899.1606,0.1649,9.4979,0.00401,3.8498,205.0000,36.0000,8.2673,0.4671
1590,251.3115,0.7869,12.3746,0.01105,2.9558,123.4181,24.8347,4.2949,1.6712
1591,483.0239,0.5191,21.0655,0.00121,0.3093,183.1172,26.6431,6.6433,0.8695
1592,769.7538,0.8044,9.7196,0.00684,4.7338,191.4319,36.0000,4.2607,0.5456
1593,679.8684,0.4685,8.6436,0.01492,10.8804,171.9012,35.1437,5.6325,0.6178
1594,707.0528,0.1611,10.5104,0.00156,0.9854,192.0129,30.5006,7.4442,0.5940
1595,911.3679,0.8196,19.0549,0.00248,2.5278,205.0000,36.0000,4.5726,0.4608
1596,214.7669,0.0996,16.1151,0.02884,6.3906,118.6090,18.2400,8.2448,1.9556
1597,858.4600,0.3115,14.2647,0.00857,7.2884,205.0000,36.0000,6.7262,0.4892
1598,286.1173,0.2441,19.7106,0.00986,3.0431,144.5861,21.5359,7.4429,1.4679
1599,916.4036,0.4164,21.0283,0.00676,6.4262,205.0000,36.0000,6.7975,0.4583
1600,257.9952,0.7103,10.8062,0.02527,6.4487,113.2857,24.4220,5.3279,1.6279
1601,581.5141,0.5231,14.9611,0.01662,9.5867,164.0509,32.6299,6.2321,0.7223
1602,919.1000,0.2883,14.7560,0.01360,12.2363,205.0000,36.0000,7.4580,0.4570
1603,284.9209,0.6865,19.2938,0.00561,0.9651,148.0612,25.0394,5.3115,1.4741
1604,431.7337,0.0746,8.2079,0.00125,0.3769,146.9883,21.5490,7.2866,0.9728
1605,788.6665,0.0736,19.0095,0.02155,17.6884,186.2063,35.2486,8.7663,0.5325
1606,816.5937,0.3787,16.1356,0.00725,6.4564,205.0000,36.0000,7.6073,0.5143
1607,237.6538,0.8013,12.9242,0.00587,1.1021,126.6566,24.5403,5.3410,1.7673
1608,669.1540,0.0986,21.2373,0.01850,12.2439,185.1587,31.8632,8.3854,0.6277
1609,369.4877,0.6547,6.8564,0.00985,3.7159,127.3322,27.3220,6.1513,1.1367
1610,645.6803,0.1827,11.2506,0.00545,3.4322,179.0524,31.8321,8.2873,0.6505
1611,678.2847,0.6969,14.9433,0.01143,7.6912,182.6974,36.0000,5.3509,0.6192
1612,320.0697,0.2628,10.9662,0.01421,4.5398,127.1486,22.7042,7.7492,1.3122
1613,920.2144,0.1124,17.1036,0.00470,4.9170,205.0000,36.0000,8.1587,0.4564
1614,333.2686,0.7536,21.1894,0.01949,6.7972,146.6533,27.0265,5.4546,1.2602
1615,343.0295,0.2688,13.0563,0.05435,18.4350,119.1212,23.6848,7.0686,1.2244
1616,664.4807,0.1284,8.6301,0.00157,1.1858,181.0496,28.9614,7.0608,0.6321
1617,510.6335,0.6211,21.1393,0.00872,4.4791,178.2474,31.2880,6.3609,0.8225
1618,394.0068,0.4421,6.8799,0.00151,0.9338,137.1824,23.3572,6.7434,1.0660
1619,264.0830,0.2671,10.5037,0.02615,6.7674,112.8324,21.0592,7.1287,1.5904
1620,749.8047,0.7245,12.9746,0.00334,2.8532,199.7380,36.0000,5.8390,0.5601
1621,628.8030,0.1363,10.4409,0.00365,2.5948,176.5818,27.9541,8.6082,0.6679
1622,854.5092,0.6916,20.1852,0.00577,5.0497,205.0000,36.0000,4.9357,0.4915
1623,679.7845,0.4431,13.5266,0.00090,0.7577,195.0593,31.9380,7.2209,0.6178
1624,570.1099,0.1295,18.8755,0.03218,17.9546,152.5424,29.1390,8.6437,0.7367
1625,931.6587,0.3349,10.4328,0.00435,3.9244,205.0000,36.0000,6.1936,0.4508
1626,240.9953,0.5618,10.3770,0.00267,0.6781,122.4867,19.7241,5.2405,1.7428
1627,404.3869,0.1480,13.9307,0.00351,1.7225,152.5160,21.3159,6.9782,1.0386
1628,778.5229,0.6782,12.7582,0.00153,1.4709,205.0000,36.0000,5.3208,0.5395
1629,498.7764,0.5380,11.2831,0.00763,3.8484,156.1727,30.2671,5.3405,0.8421
1630,357.9835,0.2580,11.6867,0.03266,11.1009,119.9863,23.8031,8.0270,1.1732
1631,230.6714,0.3310,20.4616,0.04366,9.7838,123.0919,20.5685,6.7951,1.8208
1632,462.0724,0.5118,7.2827,0.00076,0.0736,150.1710,25.9568,6.8466,0.9089
1633,895.1490,0.8454,6.7359,0.00167,0.8313,205.0000,36.0000,5.4706,0.4692
1634,495.5849,0.6180,9.6253,0.01616,8.6446,141.4953,30.8119,6.2002,0.8475
1635,504.1224,0.2420,19.8813,0.02718,13.3509,154.9852,28.0599,7.9066,0.8331
1636,786.1892,0.1132,8.4266,0.00112,0.6161,200.1115,32.4912,8.4226,0.5342
1637,804.6608,0.0671,18.6789,0.02577,20.6313,189.9943,35.6762,7.7296,0.5220
1638,258.9586,0.2788,19.7827,0.03080,7.4794,130.9111,20.9992,6.4290,1.6219
1639,260.9185,0.2362,13.9286,0.07041,18.6108,89.5355,21.3779,6.7224,1.6097
1640,630.4823,0.5448,9.7978,0.00866,5.2052,169.6760,34.2729,6.1043,0.6662
1641,254.9088,0.1600,10.9858,0.00591,1.5125,124.0777,19.9276,8.2133,1.6476
1642,820.5337,0.7211,7.2346,0.00295,2.5556,198.3738,36.0000,4.5714,0.5119
1643,824.9587,0.6277,16.8518,0.00681,5.5443,205.0000,36.0000,4.9639,0.5091
1644,390.1096,0.8241,19.1435,0.00523,2.4689,160.2007,29.2962,5.1149,1.0766
1645,563.5297,0.3429,16.4433,0.01472,8.2674,167.5164,30.6495,7.2526,0.7453
1646,284.4610,0.2408,9.1344,0.02205,6.3389,113.8191,21.4602,7.9750,1.4765
1647,550.6885,0.4733,20.4014,0.00820,4.1291,183.4022,31.3072,5.6121,0.7627
1648,589.4783,0.7247,17.6620,0.00092,0.1473,191.9541,31.4819,4.5563,0.7125
1649,615.0168,0.3572,8.8312,0.01103,6.5641,162.2403,32.3085,7.3242,0.6829
1650,294.6075,0.8343,6.6668,0.00102,0.7800,122.1421,23.5124,4.0960,1.4256
1651,793.1121,0.4240,16.8271,0.01898,14.8911,188.2260,36.0000,5.9370,0.5296
1652,463.0494,0.5369,10.2496,0.01527,7.5227,140.4566,29.1865,5.3451,0.9070
1653,297.6909,0.2819,16.1084,0.05429,16.0459,100.6903,22.4274,6.7831,1.4109
1654,739.0965,0.1203,9.8247,0.00581,4.3034,188.0114,34.1352,8.3752,0.5683
1655,352.7389,0.6139,12.9809,0.00266,0.2902,145.8302,23.4934,5.0216,1.1907
1656,863.7825,0.2309,13.5270,0.01103,9.0195,204.4840,36.0000,7.7101,0.4862
1657,259.5450,0.2703,6.9574,0.01436,3.2258,112.1411,20.9491,7.9027,1.6182
1658,457.3101,0.6955,7.5926,0.01375,6.4576,136.0935,30.2835,4.6788,0.9184
1659,796.8442,0.0670,11.9472,0.01235,9.4295,190.0657,35.4412,7.3187,0.5271
1660,341.5950,0.7562,17.3880,0.00942,3.2362,147.3733,27.2974,5.2645,1.2295
1661,352.7251,0.8227,16.2477,0.02491,8.7253,134.4580,28.1632,4.8071,1.1907
1662,434.9391,0.5447,13.3758,0.02047,8.7562,140.4039,28.4055,6.6568,0.9657
1663,486.2555,0.5638,18.5024,0.00041,0.1864,178.2337,27.0980,5.5639,0.8637
1664,333.1429,0.6110,15.6214,0.00422,1.3626,146.3408,22.8823,5.0338,1.2607
1665,440.1167,0.6622,7.9420,0.00646,2.6148,142.7375,29.5009,5.0141,0.9543
1666,864.4421,0.8071,17.9571,0.01425,12.4358,205.0000,36.0000,5.5340,0.4859
1667,802.6415,0.3397,20.6354,0.00313,2.8524,205.0000,34.7971,7.6933,0.5233
1668,779.2797,0.4822,9.1747,0.00112,1.0408,199.7866,35.2361,6.4455,0.5390
1669,699.7541,0.8376,15.4984,0.01733,12.2727,177.0597,36.0000,5.6099,0.6002
1670,247.7944,0.2647,12.7457,0.00010,0.6338,128.8153,17.5518,8.0021,1.6950
1671,576.0699,0.0646,13.1421,0.00615,3.5528,172.5069,28.7989,8.9079,0.7291
1672,826.7364,0.3560,10.6257,0.00237,1.9012,205.0000,35.6498,6.9747,0.5080
1673,200.4113,0.1949,16.4439,0.01526,2.5730,125.5776,18.5718,6.7813,2.0000
1674,761.7157,0.8590,14.3495,0.01705,13.0993,182.0078,36.0000,4.8686,0.5514
1675,877.8447,0.6830,7.7651,0.00829,7.3240,197.6469,36.0000,5.2522,0.4784
1676,633.0025,0.2610,6.6207,0.00170,1.1899,171.8981,29.0785,6.5036,0.6635
1677,837.5851,0.5327,12.5727,0.00630,4.9529,205.0000,36.0000,5.6356,0.5014
1678,696.4264,0.5038,21.6136,0.02547,17.7417,177.9823,35.9232,5.4840,0.6031
1679,812.9468,0.2400,7.0400,0.00311,3.1214,195.5629,34.3086,7.6321,0.5166
1680,259.1206,0.4768,6.9256,0.02970,8.2286,106.7346,22.5879,5.5975,1.6209
1681,549.0532,0.4201,13.5640,0.00859,4.8667,166.4921,30.8324,6.9710,0.7650
1682,411.1151,0.5420,7.4658,0.01240,5.1754,131.7062,27.6692,6.8642,1.0216
1683,704.3519,0.0759,6.8067,0.00509,3.4841,177.9626,32.7380,7.4841,0.5963
1684,665.3205,0.2781,17.2795,0.01391,9.3149,182.3203,33.1847,6.4318,0.6313
1685,385.7600,0.7613,16.6604,0.03151,11.9757,133.1705,28.6635,4.9869,1.0888
1686,889.8401,0.6633,13.3234,0.01559,14.0756,200.1308,36.0000,6.2116,0.4720
1687,243.6532,0.5517,7.6910,0.02605,6.6940,103.7414,22.7228,5.8794,1.7238
1688,647.4283,0.3800,13.7883,0.01003,6.9712,177.1120,33.4632,6.5890,0.6487
1689,193.4103,0.7392,12.9464,0.01541,2.6343,116.6982,22.7161,4.4953,2.0000
1690,620.8631,0.1105,12.5684,0.00132,0.8594,183.8892,27.5097,7.8004,0.6765
1691,434.9237,0.3277,8.3050,0.01001,4.8820,137.7692,26.6692,6.2571,0.9657
1692,261.0613,0.4921,10.2698,0.00428,1.1075,124.3163,19.7685,6.1947,1.6088
1693,233.7402,0.8000,21.8387,0.00143,0.6951,146.5770,21.4119,4.5088,1.7969
1694,430.6489,0.4518,15.9134,0.00295,1.1719,162.0288,24.5340,6.8146,0.9753
1695,914.8730,0.7448,14.0247,0.01393,12.8226,204.8756,36.0000,5.2699,0.4591
1696,596.4516,0.5015,18.8136,0.02230,13.5437,166.0615,32.9058,6.1654,0.7042
1697,317.4416,0.3677,9.3567,0.04544,14.8860,124.3539,23.4763,6.5823,1.3231
1698,787.0385,0.5135,13.3584,0.01112,8.7862,193.1147,36.0000,5.4790,0.5336
1699,553.6892,0.7273,10.9737,0.00377,2.0246,167.7415,30.4291,5.9869,0.7585
1700,540.4700,0.7421,20.9299,0.00712,3.6493,184.0876,33.1511,5.8062,0.7771
1701,379.4551,0.4560,14.8434,0.00852,2.8478,148.3085,26.0318,5.6847,1.1069
1702,902.1485,0.0691,12.4634,0.01200,10.4684,204.7113,36.0000,8.2072,0.4656
1703,477.9790,0.4016,20.6673,0.01480,6.7888,167.2294,28.5518,6.4322,0.8787
1704,661.9360,0.2806,13.0080,0.00096,0.6543,191.4685,30.1026,7.9340,0.6345
1705,908.7970,0.4393,11.8175,0.00449,4.0935,205.0000,36.0000,6.6446,0.4621
1706,435.3966,0.4897,20.1596,0.05327,22.8382,128.1018,28.1941,6.7447,0.9646
1707,438.2629,0.3552,20.2367,0.01690,6.9661,159.9349,26.9892,7.3207,0.9583
1708,759.3425,0.4748,13.9538,0.00831,6.4468,195.4167,36.0000,6.4937,0.5531
1709,720.5617,0.6663,12.5596,0.01662,11.6299,175.1296,36.0000,5.5612,0.5829
1710,524.7380,0.5326,12.4739,0.00483,2.5420,165.5609,28.0033,6.7287,0.8004
1711,271.1575,0.6716,13.0012,0.06358,17.6948,97.7884,24.9906,4.9021,1.5489
1712,765.6226,0.6021,15.2147,0.00052,0.7918,205.0000,35.7853,5.3529,0.5486
1713,646.9614,0.1929,11.8533,0.00037,0.1149,187.8687,28.9519,7.4659,0.6492
1714,653.3034,0.6699,11.2962,0.01826,12.0305,164.6110,35.9583,4.7864,0.6429
1715,661.1761,0.3991,18.5097,0.01118,7.1746,189.1137,34.0280,7.2593,0.6352
1716,859.8065,0.2084,15.2695,0.00604,5.1650,205.0000,36.0000,6.7247,0.4885
1717,526.9812,0.6211,9.8301,0.01693,8.2225,147.5840,31.7782,6.1243,0.7970
1718,613.2180,0.6142,18.4014,0.00533,2.9425,190.9923,34.3105,5.7662,0.6849
1719,223.8878,0.6317,12.4529,0.01083,2.8947,119.6111,22.7705,5.5147,1.8759
1720,865.4935,0.1167,15.8401,0.02300,20.5452,205.0000,36.0000,8.3065,0.4853
1721,803.7073,0.7753,7.3394,0.00963,7.4915,185.8907,36.0000,4.3935,0.5226
1722,447.8574,0.5687,19.3927,0.02654,12.0418,148.3505,28.9857,5.4897,0.9378
1723,707.4865,0.2085,12.9340,0.02650,19.1902,184.8868,33.8924,8.1463,0.5937
1724,216.7275,0.1683,13.1990,0.06307,13.9186,81.3882,19.3183,7.2936,1.9379
1725,618.2144,0.5389,9.2873,0.01664,9.8737,159.0221,33.8578,6.5529,0.6794
1726,774.9575,0.2997,12.3494,0.00609,4.8217,197.8046,36.0000,6.8284,0.5420
1727,319.6040,0.5530,9.6905,0.00644,1.9098,130.0581,25.0123,5.6234,1.3141
1728,636.9465,0.4811,17.9381,0.00222,1.1621,197.4492,30.9575,5.5792,0.6594
1729,200.3967,0.2245,21.5934,0.02491,5.1993,131.1266,18.8081,6.6570,2.0000
1730,536.5779,0.6806,17.4650,0.05446,28.6427,160.8029,32.7883,4.4102,0.7827
1731,568.9332,0.6323,12.2520,0.00726,4.4092,167.5940,33.1261,5.8814,0.7382
1732,329.4094,0.8209,11.0117,0.03362,10.8872,114.6854,27.4494,5.6400,1.2750
1733,413.4520,0.5267,14.8134,0.03810,16.2483,130.1747,27.6174,6.2794,1.0158
1734,452.0986,0.2322,13.4450,0.02409,11.2762,137.5862,26.4206,8.1797,0.9290
1735,547.7124,0.4242,8.0943,0.00112,0.7676,163.2756,27.8251,7.4139,0.7668
1736,670.2030,0.5801,6.7473,0.00542,3.8397,171.9273,35.7468,6.1446,0.6267
1737,566.5254,0.6283,21.1256,0.00507,2.8866,190.1046,33.0218,6.0860,0.7414
1738,735.0303,0.5216,12.8328,0.00418,2.9101,197.0846,34.2239,5.8095,0.5714
1739,267.3376,0.1647,13.3212,0.01790,4.7562,123.9436,20.3380,7.1531,1.5710
1740,555.2534,0.7952,21.7767,0.00952,5.5253,184.0410,34.0194,4.2600,0.7564
1741,294.6437,0.3894,15.9603,0.02213,6.8723,129.1902,22.9549,6.8514,1.4255
1742,350.5542,0.5001,6.8759,0.01617,5.8606,119.8167,25.5177,5.4994,1.1981
1743,949.1437,0.7824,15.1541,0.00714,6.8439,205.0000,36.0000,4.3141,0.4425
1744,322.5950,0.4564,16.4750,0.05423,17.1081,105.7387,24.5694,6.0741,1.3019
1745,269.6150,0.3353,9.4670,0.00717,2.2203,121.3850,21.7709,6.5155,1.5578
1746,589.8365,0.3145,9.9241,0.01866,10.5342,154.8177,31.2107,7.2433,0.7121
1747,212.0694,0.2058,21.6209,0.01857,3.9658,135.6517,19.0082,6.7358,1.9805
1748,190.2231,0.6790,11.8377,0.03457,6.5969,105.0630,22.1386,6.0502,2.0000
1749,746.9839,0.1625,12.7292,0.01342,10.0504,182.9410,34.7092,8.3350,0.5623
1750,311.2255,0.0977,21.9410,0.02561,8.0094,142.3333,21.1185,8.0511,1.3495
1751,480.6564,0.7783,9.2281,0.02399,11.9512,143.0894,31.6461,4.3311,0.8738
1752,874.9793,0.5691,9.2185,0.01326,12.0353,202.4439,36.0000,6.0804,0.4800
1753,958.9136,0.1673,18.7953,0.01338,12.4162,205.0000,36.0000,7.7504,0.4380
1754,470.5484,0.3102,10.8802,0.03904,18.7953,152.9954,27.5983,6.7024,0.8926
1755,466.3546,0.4852,20.5317,0.06555,29.7600,135.1210,29.4065,5.3934,0.9006
1756,642.9071,0.4030,6.9259,0.00478,3.1891,169.6572,30.5115,5.9073,0.6533
1757,829.9892,0.6074,17.7477,0.00184,1.1342,205.0000,36.0000,5.0491,0.5060
1758,341.9189,0.6001,15.4320,0.00101,0.1580,149.8907,23.0584,6.0667,1.2284
1759,299.6985,0.8154,7.5800,0.02854,8.6623,112.3358,26.5143,4.1753,1.4014
